Date,Product Name,Units Sold,Price,Competitor Price,Stock Available,Marketing Spend,Holiday/Seasonal Indicator,Weather Condition,Economic Indicator,Social Media Trend Score,Market Sentiment Score,Competitor Activity Score
2024-04-05,Samsung Galaxy S23,16,843,899,146,403,0,Cloudy,1.4011292432214888,58,0.8487802892017788,4
2024-04-05,Samsung Galaxy S24,41,418,423,319,1287,0,Snowy,0.6738165196630881,5,0.8106234345739753,6
2024-04-05,Google Pixel 6,26,654,686,200,213,0,Snowy,1.0903417027966589,10,0.8805816599362695,7
2024-04-05,Google Pixel 7,43,309,259,97,255,0,Snowy,0.8237200308278166,66,0.40392695707721193,8
2024-04-05,Google Pixel 8,10,469,435,470,1146,0,Snowy,0.8838928236362087,30,0.7646320198606211,9
2024-04-05,OnePlus 10,17,773,846,147,877,0,Sunny,0.9808785415675705,28,-0.09662513420624719,5
2024-04-05,OnePlus 11,5,1367,1324,298,876,0,Cloudy,1.1770722246435352,33,-0.8263580658590002,5
2024-04-05,OnePlus 12,27,876,938,200,1161,0,Rainy,1.095461829015076,7,-0.47569858615639227,1
2024-04-05,Xiaomi 12,17,422,398,223,682,0,Cloudy,0.9527618509256244,71,-0.9895305901456335,9
2024-04-05,Xiaomi 13,33,371,363,249,875,0,Sunny,1.383823208567002,54,-0.4068478679139018,5
2024-04-05,Xiaomi 14,7,1124,1122,294,1177,0,Cloudy,0.5191344408785473,23,0.24497917143012327,2
2024-04-05,Oppo Find X5,44,456,413,321,516,0,Snowy,0.9468577452934135,28,-0.32862601751306264,7
2024-04-05,Oppo Find X6,6,304,297,288,1258,0,Cloudy,0.6876864329597411,69,-0.9907613642960962,2
2024-04-05,Vivo X90,13,681,653,235,1425,0,Cloudy,0.5573251929187418,58,0.967107591963424,5
2024-04-05,Vivo X100,15,952,913,51,141,0,Rainy,0.8545043539094163,77,0.8240653893399219,0
2024-04-06,iPhone 14,41,1284,1291,308,1061,1,Cloudy,1.3499231777848664,17,-0.02083877919240229,6
2024-04-06,iPhone 14 Pro,41,847,823,455,1410,1,Snowy,0.8711801614049466,69,0.4693525909911547,4
2024-04-06,iPhone 15,37,1131,1145,152,529,1,Rainy,0.9982037968748033,92,-0.20527859053538777,7
2024-04-06,iPhone 15 Pro,44,314,293,72,879,1,Cloudy,0.6805020725932579,29,0.09519582951772976,3
2024-04-06,Samsung Galaxy S22,37,740,786,301,568,1,Cloudy,0.5874799528077538,13,-0.1268664979503824,1
2024-04-06,Samsung Galaxy S23,20,592,552,316,260,1,Rainy,0.66862286180727,2,0.13991943477092494,9
2024-04-06,Samsung Galaxy S24,38,1401,1443,499,341,1,Snowy,1.3280758582189405,70,0.1538921302770373,6
2024-04-06,Google Pixel 6,34,786,782,198,1322,1,Snowy,0.6798733016468775,13,-0.5567975598338766,7
2024-04-06,Google Pixel 7,16,493,468,117,641,1,Rainy,1.3084142140855115,65,0.33700256966368647,2
2024-04-06,Google Pixel 8,18,1231,1293,358,1113,1,Cloudy,0.5410963805519272,57,0.9758172746918223,4
2024-04-06,OnePlus 10,18,974,985,161,427,1,Cloudy,1.139940729364482,91,-0.007339038678442211,0
2024-04-06,OnePlus 11,13,681,709,379,1428,1,Rainy,1.2974424680085044,73,0.5461124230922845,1
2024-04-06,OnePlus 12,39,1318,1404,272,1473,1,Sunny,1.4871039180172418,11,0.3691346667419857,4
2024-04-06,Xiaomi 12,31,545,636,232,588,1,Rainy,1.4909723706649283,63,-0.42115964918616133,4
2024-04-06,Xiaomi 13,12,654,703,250,925,1,Rainy,1.0836488297641262,30,-0.017276525530141917,9
2024-04-06,Xiaomi 14,41,1434,1488,375,967,1,Cloudy,0.5133934479003973,87,0.43921677992637886,9
2024-04-06,Oppo Find X5,23,672,752,195,663,1,Sunny,1.0468657139087,35,-0.2615217168646926,5
2024-04-06,Oppo Find X6,6,862,954,409,1140,1,Sunny,0.6261678147227064,98,-0.011742282655135883,0
2024-04-06,Vivo X90,18,1473,1554,413,1277,1,Sunny,1.4350984139845453,1,-0.5708610882267817,6
2024-04-06,Vivo X100,34,1127,1165,318,773,1,Cloudy,0.8228465291898984,38,0.7107823160431186,5
2024-04-07,iPhone 14,29,921,956,264,608,1,Cloudy,0.8832768813037817,93,-0.9581983368025058,6
2024-04-07,iPhone 14 Pro,33,1374,1440,128,1302,1,Rainy,0.6435301187602761,13,-0.006263691936975846,7
2024-04-07,iPhone 15,47,867,965,156,1025,1,Snowy,1.0751597284153367,39,-0.6255035090384131,5
2024-04-07,iPhone 15 Pro,6,1218,1273,264,569,1,Rainy,0.8379820625193235,97,0.5261332750535697,4
2024-04-07,Samsung Galaxy S22,10,827,900,69,941,1,Rainy,0.6082682284270419,73,-0.5823851923756131,5
2024-04-07,Samsung Galaxy S23,36,956,1043,194,997,1,Rainy,1.1408011962438604,3,0.1974922544859834,9
2024-04-07,Samsung Galaxy S24,16,461,488,201,955,1,Cloudy,1.2518438318071317,88,-0.8577689656153558,6
2024-04-07,Google Pixel 6,29,1219,1295,472,304,1,Rainy,0.7933329732635075,47,-0.5480756058196623,1
2024-04-07,Google Pixel 7,33,1362,1414,258,623,1,Sunny,1.2121101804104166,59,0.3944884739299428,5
2024-04-07,Google Pixel 8,40,568,519,425,1163,1,Snowy,1.243817665273264,34,-0.7589254793120208,1
2024-04-07,OnePlus 10,23,681,672,412,116,1,Sunny,0.7281193857390228,34,0.93829554095531,3
2024-04-07,OnePlus 11,14,1110,1175,220,964,1,Rainy,1.411357023218258,81,-0.39605635018002006,5
2024-04-07,OnePlus 12,43,508,530,145,1103,1,Rainy,0.8949693507974228,50,0.1531635768721049,3
2024-04-07,Xiaomi 12,29,432,455,118,1461,1,Cloudy,0.8698780556074518,13,-0.577207728092304,2
2024-04-07,Xiaomi 13,37,748,703,198,1150,1,Sunny,0.8980589964349218,5,-0.5198780053272993,2
2024-04-07,Xiaomi 14,9,1001,1029,95,521,1,Sunny,0.6451500833715174,47,0.39901688034287197,3
2024-04-07,Oppo Find X5,7,1412,1460,414,711,1,Cloudy,0.5285830564997962,33,-0.1902605360305034,4
2024-04-07,Oppo Find X6,5,610,582,156,468,1,Cloudy,0.7826435534014187,19,0.9487745052572474,2
2024-04-07,Vivo X90,6,550,539,457,458,1,Rainy,1.245741515141491,42,0.1513528130128332,4
2024-04-07,Vivo X100,18,861,897,253,1273,1,Snowy,0.884366176326397,81,-0.6410036317663714,3
2024-04-08,iPhone 14,34,449,490,250,463,0,Sunny,1.1524966915732684,55,0.2634918585527848,3
2024-04-08,iPhone 14 Pro,18,986,951,408,654,0,Snowy,1.0822970258211144,13,0.4626069254160543,8
2024-04-08,iPhone 15,28,1398,1366,317,239,0,Cloudy,1.1333172087475545,45,-0.6313256401664489,5
2024-04-08,iPhone 15 Pro,13,647,689,88,330,0,Cloudy,1.0553638828304295,56,0.9199216188678365,1
2024-04-08,Samsung Galaxy S22,41,358,406,420,1217,0,Sunny,1.1375817163497142,12,-0.9944158435210544,3
2024-04-08,Samsung Galaxy S23,49,432,406,387,1083,0,Cloudy,0.6084243541059845,38,-0.0973052727155519,8
2024-04-08,Samsung Galaxy S24,27,1119,1154,288,282,0,Cloudy,0.645349987125624,3,0.6789387647772591,4
2024-04-08,Google Pixel 6,30,911,874,467,671,0,Sunny,0.6995016448938832,26,-0.6982307290943521,2
2024-04-08,Google Pixel 7,10,1477,1569,54,772,0,Sunny,0.8561569706362414,51,-0.010092414606714506,9
2024-04-08,Google Pixel 8,6,930,887,388,163,0,Sunny,1.3802975250404184,18,0.10506946457076993,0
2024-04-08,OnePlus 10,19,390,386,318,1222,0,Snowy,1.2211087642950411,35,-0.5018129268696421,6
2024-04-08,OnePlus 11,27,1391,1473,53,513,0,Sunny,1.217113478835039,12,0.9423852489086055,0
2024-04-08,OnePlus 12,11,411,374,315,1352,0,Rainy,0.6251253784299855,36,-0.5241016227360511,7
2024-04-08,Xiaomi 12,11,626,627,487,1161,0,Cloudy,1.0638289393437836,5,-0.2564641500886162,3
2024-04-08,Xiaomi 13,48,1232,1245,296,1043,0,Cloudy,1.3242777822407228,0,0.2447359158216209,4
2024-04-08,Xiaomi 14,32,348,352,88,263,0,Rainy,1.0633176467844674,1,0.8367265898851277,7
2024-04-08,Oppo Find X5,22,980,1027,268,1246,0,Snowy,0.7743631579252386,25,0.3867842982520904,2
2024-04-08,Oppo Find X6,32,443,515,165,121,0,Snowy,1.0324448611250152,48,0.25287126070380683,1
2024-04-08,Vivo X90,30,1493,1573,157,376,0,Snowy,0.6398131814600768,68,-0.6961593557880861,0
2024-04-08,Vivo X100,27,891,848,94,572,0,Rainy,0.6213182549279663,11,0.216085429316774,9
2024-04-09,iPhone 14,39,849,819,100,1013,0,Rainy,1.4749668766753667,25,0.39942527493085134,1
2024-04-09,iPhone 14 Pro,20,544,511,97,113,0,Cloudy,1.4909323978801912,63,0.32767737238174655,9
2024-04-09,iPhone 15,38,380,348,435,1216,0,Rainy,0.504563917022545,99,0.25356200105616944,4
2024-04-09,iPhone 15 Pro,37,874,953,432,301,0,Cloudy,0.8817525879255208,2,0.6997834321905994,8
2024-04-09,Samsung Galaxy S22,46,1013,993,214,878,0,Sunny,1.2255507166350357,69,-0.8615888385716237,2
2024-04-09,Samsung Galaxy S23,49,1117,1072,190,1353,0,Snowy,0.8026617225857795,72,0.1622758501862629,6
2024-04-09,Samsung Galaxy S24,43,512,608,172,1406,0,Sunny,0.6965168887159208,55,-0.2379088871766999,0
2024-04-09,Google Pixel 6,48,439,473,143,441,0,Rainy,0.6023509385136763,95,0.4188409690237076,6
2024-04-09,Google Pixel 7,11,1261,1314,324,790,0,Rainy,1.4167759658120742,65,-0.6036374331487184,5
2024-04-09,Google Pixel 8,44,689,783,456,651,0,Sunny,0.9326685647154924,84,0.39626153124317964,6
2024-04-09,OnePlus 10,34,1351,1384,224,1360,0,Cloudy,1.4400670798976387,3,-0.8912414657470178,1
2024-04-09,OnePlus 11,33,544,494,84,360,0,Snowy,1.345361615663562,59,-0.26226038477261104,6
2024-04-09,OnePlus 12,49,906,895,286,1359,0,Rainy,1.286380787433655,7,-0.22057874610762696,6
2024-04-09,Xiaomi 12,8,543,526,154,126,0,Cloudy,1.0862150551551009,92,0.0926675014626448,0
2024-04-09,Xiaomi 13,41,932,1015,108,1254,0,Cloudy,1.455457327404397,10,-0.6938810294046995,1
2024-04-09,Xiaomi 14,44,1495,1520,104,1362,0,Sunny,1.021453841882812,22,-0.9543639736056095,8
2024-04-09,Oppo Find X5,14,1312,1296,183,1090,0,Cloudy,1.3200965357628376,78,0.21718452936112986,1
2024-04-09,Oppo Find X6,21,359,322,223,883,0,Cloudy,1.0541895097306582,36,-0.26737643297305524,5
2024-04-09,Vivo X90,24,1092,1099,127,520,0,Sunny,1.4076592420778726,73,-0.8112873883737235,0
2024-04-09,Vivo X100,33,1393,1399,75,778,0,Snowy,0.9656310788512766,47,0.2870555958753691,7
2024-04-10,iPhone 14,36,1285,1237,447,864,0,Cloudy,1.094559259421263,11,-0.9251771042888939,5
2024-04-10,iPhone 14 Pro,27,942,894,174,397,0,Sunny,0.9790121214881128,18,0.2732516067925319,4
2024-04-10,iPhone 15,13,409,503,184,712,0,Snowy,0.9837243826914145,53,-0.29811739292433503,1
2024-04-10,iPhone 15 Pro,32,324,364,148,818,0,Sunny,0.9573209132433972,98,-0.6826272347957865,0
2024-04-10,Samsung Galaxy S22,48,469,505,76,329,0,Snowy,0.9560380015360261,37,-0.7507787391002019,5
2024-04-10,Samsung Galaxy S23,9,445,503,478,885,0,Snowy,0.5634295973260441,53,-0.9718353318293484,1
2024-04-10,Samsung Galaxy S24,8,1243,1272,138,1274,0,Sunny,1.3412142931023507,51,-0.6978089612414962,2
2024-04-10,Google Pixel 6,5,1090,1082,492,301,0,Cloudy,0.5904944156727122,89,-0.17088192930805368,3
2024-04-10,Google Pixel 7,25,1290,1358,405,1127,0,Snowy,0.9151440046162567,8,0.690904184322771,8
2024-04-10,Google Pixel 8,11,793,747,415,1136,0,Cloudy,1.2269285625833537,83,0.3219909131828571,6
2024-04-10,OnePlus 10,38,693,698,477,1336,0,Snowy,0.8467291246846258,19,-0.22037706838288873,7
2024-04-10,OnePlus 11,28,613,593,167,277,0,Rainy,1.0122354236940914,18,0.12206220853970695,5
2024-04-10,OnePlus 12,24,1137,1195,476,588,0,Cloudy,1.162984020583484,97,-0.24501453610820656,5
2024-04-10,Xiaomi 12,5,929,883,487,416,0,Rainy,1.0993413688681066,75,-0.004165040418069532,6
2024-04-10,Xiaomi 13,29,646,725,199,1475,0,Rainy,0.6748659914283028,65,0.7130943508731533,6
2024-04-10,Xiaomi 14,30,851,844,239,391,0,Snowy,0.9968793183125032,12,0.06889429594915542,3
2024-04-10,Oppo Find X5,16,832,868,451,880,0,Cloudy,0.6262740903292263,56,0.40424629577828397,7
2024-04-10,Oppo Find X6,5,740,799,391,231,0,Sunny,1.1822193150224027,75,0.7147383346340632,6
2024-04-10,Vivo X90,39,637,724,100,985,0,Snowy,1.2852932662936039,25,-0.015060850099608336,2
2024-04-10,Vivo X100,17,1340,1354,255,356,0,Snowy,0.5927275058899739,10,0.6616318530711751,6
2024-04-11,iPhone 14,26,1364,1418,492,380,0,Snowy,1.196693409672053,88,-0.3455442902065138,1
2024-04-11,iPhone 14 Pro,38,1250,1285,231,1370,0,Rainy,1.0193883808592104,73,0.1390271928319906,1
2024-04-11,iPhone 15,38,675,684,125,651,0,Sunny,1.3660724599352974,53,0.12868116639236815,7
2024-04-11,iPhone 15 Pro,21,1462,1451,223,1188,0,Snowy,0.7526110695783139,9,-0.16448051389539287,2
2024-04-11,Samsung Galaxy S22,13,1459,1482,429,619,0,Snowy,0.9474765667694567,55,0.8564180429811861,5
2024-04-11,Samsung Galaxy S23,44,1106,1186,185,744,0,Cloudy,1.209851449809869,80,0.5798036434408829,1
2024-04-11,Samsung Galaxy S24,6,802,822,226,213,0,Snowy,1.2178559262211772,17,-0.5377317099654115,6
2024-04-11,Google Pixel 6,34,1203,1216,191,1401,0,Snowy,0.5482349583985356,34,0.510615635167333,4
2024-04-11,Google Pixel 7,15,430,486,488,1398,0,Rainy,1.3294760988410457,79,-0.009476530035383623,0
2024-04-11,Google Pixel 8,8,517,557,172,947,0,Rainy,1.4428184864695786,79,-0.19319847470551288,5
2024-04-11,OnePlus 10,40,1478,1452,115,329,0,Cloudy,0.6963488421412762,45,-0.38391435289196285,4
2024-04-11,OnePlus 11,46,640,626,181,1213,0,Snowy,0.5007082061003102,46,0.46799681694664663,7
2024-04-11,OnePlus 12,21,1205,1172,243,518,0,Rainy,1.4952675116626835,34,0.09415972002566719,5
2024-04-11,Xiaomi 12,6,877,877,173,811,0,Sunny,1.4962462561099985,94,0.6999769050705842,3
2024-04-11,Xiaomi 13,26,1282,1308,276,1295,0,Cloudy,0.9364335966065379,8,-0.05953869769669762,9
2024-04-11,Xiaomi 14,33,466,434,73,1103,0,Cloudy,1.0724132747533885,94,0.9602116148848958,0
2024-04-11,Oppo Find X5,14,829,887,433,419,0,Sunny,0.9558819300488335,35,0.22209104071641494,4
2024-04-11,Oppo Find X6,31,724,726,137,1185,0,Sunny,0.7469831786089297,9,-0.7485952384309109,7
2024-04-11,Vivo X90,13,567,646,122,1140,0,Cloudy,1.356769064625691,69,0.036738866513302826,2
2024-04-11,Vivo X100,19,499,482,60,109,0,Rainy,1.049452144980179,90,-0.4105821284143185,2
2024-04-12,iPhone 14,45,1412,1469,236,613,0,Rainy,1.044259101209675,32,-0.9685862143034061,9
2024-04-12,iPhone 14 Pro,18,1430,1429,251,268,0,Cloudy,0.8046367091737269,42,0.4601316085550904,1
2024-04-12,iPhone 15,21,1418,1507,488,914,0,Sunny,0.5199353548905413,92,-0.8853902376310263,0
2024-04-12,iPhone 15 Pro,30,1238,1272,229,1377,0,Snowy,1.4986017164717693,1,-0.3432530218212837,3
2024-04-12,Samsung Galaxy S22,14,892,967,394,1330,0,Rainy,1.0832757513163709,1,0.8118157887479329,9
2024-04-12,Samsung Galaxy S23,35,906,984,259,269,0,Sunny,0.7510868006279184,36,-0.6311584986424843,5
2024-04-12,Samsung Galaxy S24,35,473,462,359,1169,0,Snowy,0.7573012392225995,97,-0.5021539516370488,6
2024-04-12,Google Pixel 6,47,616,582,270,1201,0,Cloudy,0.71581602519211,15,-0.615719926800236,2
2024-04-12,Google Pixel 7,13,1058,1073,459,461,0,Cloudy,1.0865500602711182,18,0.4036825750281725,6
2024-04-12,Google Pixel 8,15,362,354,244,782,0,Sunny,0.6646223026007851,84,-0.721807946373908,9
2024-04-12,OnePlus 10,22,524,526,468,508,0,Cloudy,1.3756549164755507,12,0.41174616854543244,6
2024-04-12,OnePlus 11,22,1246,1225,89,1153,0,Rainy,1.2538569750221749,64,0.6911742022884122,7
2024-04-12,OnePlus 12,15,377,344,285,1227,0,Sunny,1.2225398325950791,36,0.7832929025418935,7
2024-04-12,Xiaomi 12,28,1231,1198,128,1358,0,Sunny,0.5315707931423979,72,0.27233286580607596,1
2024-04-12,Xiaomi 13,39,1094,1061,454,757,0,Cloudy,0.8842765564163988,96,0.35634922233191846,6
2024-04-12,Xiaomi 14,40,1035,1029,152,1117,0,Snowy,0.7239569533619733,28,0.11647200405942115,5
2024-04-12,Oppo Find X5,12,955,959,352,172,0,Cloudy,1.3148064585899677,98,-0.6063440333548826,4
2024-04-12,Oppo Find X6,31,498,547,71,669,0,Cloudy,1.1944002770699376,11,0.19015665987867592,7
2024-04-12,Vivo X90,17,925,1011,331,666,0,Cloudy,1.4437132297461808,78,-0.9198383214108605,8
2024-04-12,Vivo X100,41,628,655,463,1426,0,Snowy,1.4424572167813654,53,-0.9396588115119846,9
2024-04-13,iPhone 14,35,623,687,109,520,1,Rainy,0.9861353108079904,94,0.25111370438540837,2
2024-04-13,iPhone 14 Pro,31,960,991,328,652,1,Snowy,0.946532306988307,79,0.8409459254787366,9
2024-04-13,iPhone 15,21,833,822,179,271,1,Cloudy,1.0081492057085737,82,-0.8661594266525225,7
2024-04-13,iPhone 15 Pro,10,678,672,174,601,1,Cloudy,0.8599750063866374,15,0.6314857568068455,7
2024-04-13,Samsung Galaxy S22,10,1292,1382,99,256,1,Rainy,1.3705772504779632,4,0.6434248599309638,3
2024-04-13,Samsung Galaxy S23,11,1275,1261,162,686,1,Cloudy,1.4665206779236164,28,0.34360285872589746,8
2024-04-13,Samsung Galaxy S24,7,329,426,116,672,1,Snowy,1.4484180345964148,59,-0.7498096539849939,7
2024-04-13,Google Pixel 6,14,314,356,230,1174,1,Sunny,1.0668761962167803,25,-0.2749773088242302,6
2024-04-13,Google Pixel 7,13,1319,1284,73,313,1,Snowy,0.5315337326010088,77,-0.031115026318203398,9
2024-04-13,Google Pixel 8,6,626,676,64,430,1,Snowy,1.3076327528888338,59,0.0591708602623795,5
2024-04-13,OnePlus 10,24,677,764,401,711,1,Rainy,0.6210279295903764,11,-0.30302879250730475,8
2024-04-13,OnePlus 11,21,771,825,300,662,1,Sunny,1.306456346224039,79,-0.013594851461364188,1
2024-04-13,OnePlus 12,18,949,1032,308,485,1,Cloudy,0.7732607886227211,0,0.3132910281659813,8
2024-04-13,Xiaomi 12,42,1213,1300,230,750,1,Rainy,0.7726598132797404,5,-0.8060042515407004,2
2024-04-13,Xiaomi 13,43,1191,1287,494,929,1,Rainy,0.8555163894434251,34,0.19903906674521998,2
2024-04-13,Xiaomi 14,40,1424,1497,264,1381,1,Sunny,1.375014347363174,3,0.6752198870526602,7
2024-04-13,Oppo Find X5,8,1340,1293,391,796,1,Sunny,0.8785357385509844,47,0.5720686053468718,0
2024-04-13,Oppo Find X6,44,1144,1221,489,1404,1,Cloudy,0.5984122925741234,34,0.32360139981162184,6
2024-04-13,Vivo X90,27,694,722,288,1240,1,Rainy,1.3600710255007262,11,0.4652281890811216,1
2024-04-13,Vivo X100,5,1483,1564,457,608,1,Snowy,0.6086241954414525,34,0.4374797109725548,0
2024-04-14,iPhone 14,21,455,451,474,116,1,Snowy,1.4605473257452513,5,-0.9012451401385921,7
2024-04-14,iPhone 14 Pro,12,1314,1368,396,738,1,Cloudy,0.9443877379829141,52,-0.5637585549326616,5
2024-04-14,iPhone 15,24,1187,1242,309,1353,1,Snowy,0.7643296235569133,19,-0.40841105904784625,7
2024-04-14,iPhone 15 Pro,34,1487,1567,396,321,1,Cloudy,0.9677677055175423,39,0.4494230315370975,4
2024-04-14,Samsung Galaxy S22,22,916,985,144,123,1,Rainy,0.9972008118143368,80,0.8434290042561157,3
2024-04-14,Samsung Galaxy S23,41,941,916,93,1096,1,Sunny,0.6401354376928466,10,0.41182345343484705,1
2024-04-14,Samsung Galaxy S24,11,1387,1430,289,486,1,Cloudy,0.8319071450897939,92,0.6491716667888403,5
2024-04-14,Google Pixel 6,26,528,559,367,665,1,Rainy,0.7307123380905683,37,0.5162006729123987,3
2024-04-14,Google Pixel 7,48,763,780,417,816,1,Rainy,1.2215780047905151,13,-0.31977951435147944,9
2024-04-14,Google Pixel 8,34,1329,1423,318,670,1,Cloudy,1.0771579084069338,3,-0.16168951565871303,7
2024-04-14,OnePlus 10,7,1185,1186,206,1253,1,Cloudy,0.7709988271328142,48,0.7190276888278802,0
2024-04-14,OnePlus 11,49,1016,1061,436,1239,1,Cloudy,1.1359502448789298,0,-0.4299324338347732,3
2024-04-14,OnePlus 12,9,812,841,252,135,1,Sunny,0.8593892605470341,60,-0.014620631876021806,3
2024-04-14,Xiaomi 12,45,1088,1077,398,946,1,Rainy,0.8387388255277014,90,-0.941992194079446,9
2024-04-14,Xiaomi 13,44,1193,1281,126,134,1,Sunny,1.1479944797411012,11,0.0453764988443619,6
2024-04-14,Xiaomi 14,48,803,762,363,202,1,Cloudy,1.0349761767942485,11,-0.8128290365165318,8
2024-04-14,Oppo Find X5,36,1137,1092,435,1277,1,Snowy,0.5484713767124165,68,-0.026919753980225725,8
2024-04-14,Oppo Find X6,47,1079,1043,262,456,1,Sunny,0.7915587173002135,71,-0.5867338227631334,0
2024-04-14,Vivo X90,6,1479,1518,346,1186,1,Cloudy,0.6592625224483201,38,0.9158249567571837,5
2024-04-14,Vivo X100,27,1207,1162,265,1221,1,Sunny,0.8609839749484212,13,-0.3057681370406016,6
2024-04-15,iPhone 14,22,520,604,117,1404,0,Sunny,1.1885382018791653,22,-0.07034073684643394,6
2024-04-15,iPhone 14 Pro,25,421,482,76,1332,0,Sunny,0.5361013718270748,96,-0.7705039809859902,3
2024-04-15,iPhone 15,11,1290,1382,115,549,0,Sunny,0.554294227628479,45,0.9682654489066989,8
2024-04-15,iPhone 15 Pro,11,867,948,430,392,0,Rainy,0.9478504304713185,79,-0.8890544898371608,5
2024-04-15,Samsung Galaxy S22,20,1373,1337,325,994,0,Snowy,0.9187157296351502,96,-0.8813330597669566,7
2024-04-15,Samsung Galaxy S23,8,326,376,491,792,0,Rainy,0.9335563153320274,14,-0.09273421517091918,6
2024-04-15,Samsung Galaxy S24,10,1027,1101,330,210,0,Cloudy,1.3065084637882625,99,0.9435117075842623,6
2024-04-15,Google Pixel 6,29,812,766,161,710,0,Cloudy,0.7414116008976465,3,-0.44298032174017066,8
2024-04-15,Google Pixel 7,37,1317,1293,412,127,0,Rainy,1.3422737347165974,28,-0.029592234850617904,6
2024-04-15,Google Pixel 8,26,1062,1154,76,813,0,Cloudy,1.2600379150757641,74,-0.5044364598132565,7
2024-04-15,OnePlus 10,41,921,996,97,1375,0,Sunny,1.3977962587403892,58,0.05498641979158414,7
2024-04-15,OnePlus 11,15,1251,1208,155,1086,0,Rainy,0.8926155854415907,23,0.5735622710047659,2
2024-04-15,OnePlus 12,26,859,958,473,1427,0,Sunny,1.1201656482362359,16,-0.9963752130923762,2
2024-04-15,Xiaomi 12,44,433,384,88,991,0,Rainy,0.9553047520320549,22,0.6424893718151949,8
2024-04-15,Xiaomi 13,18,841,799,399,1249,0,Cloudy,0.8388876990352857,70,0.8862508434360901,8
2024-04-15,Xiaomi 14,28,653,718,251,736,0,Snowy,1.4426996568758732,66,-0.6517688277556037,9
2024-04-15,Oppo Find X5,45,1390,1353,162,1044,0,Rainy,0.9139189942191693,16,0.7047923411231882,3
2024-04-15,Oppo Find X6,20,679,676,103,545,0,Rainy,0.9848351381189107,70,-0.15102990705657304,9
2024-04-15,Vivo X90,34,818,828,191,1312,0,Snowy,0.8413826339672049,89,0.8837067741976083,1
2024-04-15,Vivo X100,34,968,1006,117,350,0,Sunny,0.9767412460114492,51,-0.018742784186970063,1
2024-04-16,iPhone 14,21,1300,1310,357,1486,0,Sunny,0.5191851890229037,92,-0.13330921325544476,4
2024-04-16,iPhone 14 Pro,13,498,529,128,828,0,Snowy,0.7520929165570676,83,-0.6506297591973649,1
2024-04-16,iPhone 15,9,1228,1290,56,1421,0,Snowy,0.6383207783576235,76,0.5452632766674113,1
2024-04-16,iPhone 15 Pro,47,1245,1304,252,386,0,Cloudy,1.3177972537626514,10,0.059458323100054944,7
2024-04-16,Samsung Galaxy S22,22,404,381,206,338,0,Snowy,0.7815181264347972,55,0.042859201336060915,0
2024-04-16,Samsung Galaxy S23,6,697,674,93,988,0,Snowy,0.965104911521469,33,0.13566517821026491,5
2024-04-16,Samsung Galaxy S24,43,559,547,242,272,0,Snowy,0.5206733488749298,15,0.4426038424741565,6
2024-04-16,Google Pixel 6,9,1108,1174,117,877,0,Cloudy,0.8474909823997637,2,0.2184226212340934,9
2024-04-16,Google Pixel 7,21,805,796,121,129,0,Snowy,0.6008882974158004,81,-0.9661407436654261,3
2024-04-16,Google Pixel 8,48,1104,1072,310,827,0,Sunny,0.6767897443836128,33,-0.27969676574027913,3
2024-04-16,OnePlus 10,48,657,679,90,595,0,Sunny,1.3303083713969377,94,-0.08086201742320975,7
2024-04-16,OnePlus 11,11,324,334,451,938,0,Rainy,1.050427328221853,78,-0.9667453875479555,0
2024-04-16,OnePlus 12,35,483,549,122,1270,0,Snowy,1.2610845192055706,99,0.8261036650479805,1
2024-04-16,Xiaomi 12,42,1333,1328,329,709,0,Cloudy,1.0496018693821494,97,0.06410250233889792,9
2024-04-16,Xiaomi 13,48,782,833,361,321,0,Rainy,1.44097886388748,81,-0.9703659070751727,1
2024-04-16,Xiaomi 14,24,1225,1247,488,1314,0,Cloudy,1.4483283271529626,26,-0.0021065551143126804,3
2024-04-16,Oppo Find X5,31,466,556,383,1124,0,Rainy,1.1114234532780711,96,0.2578444463791272,3
2024-04-16,Oppo Find X6,38,1440,1481,56,1297,0,Snowy,1.2843452057177922,78,0.43292069719363213,6
2024-04-16,Vivo X90,7,503,469,442,589,0,Rainy,1.3399056852870288,20,-0.5164892337724045,7
2024-04-16,Vivo X100,24,1433,1519,481,199,0,Snowy,1.2135251531843512,30,0.6173607539622132,7
2024-04-17,iPhone 14,40,483,535,296,632,0,Cloudy,1.2552928303212916,2,-0.8292856960561004,1
2024-04-17,iPhone 14 Pro,19,808,883,385,1167,0,Snowy,1.1030844173278738,54,0.8568113665373891,2
2024-04-17,iPhone 15,18,727,805,291,449,0,Cloudy,1.4762011748584312,94,-0.7701332428400904,2
2024-04-17,iPhone 15 Pro,38,978,1055,401,815,0,Sunny,0.7843458067889925,23,-0.2770772523810747,7
2024-04-17,Samsung Galaxy S22,24,1107,1063,391,1100,0,Sunny,0.8338036731786739,35,-0.9899966445209623,5
2024-04-17,Samsung Galaxy S23,22,1409,1441,83,429,0,Cloudy,1.181650068351753,50,0.26787258500385813,8
2024-04-17,Samsung Galaxy S24,22,1323,1298,196,1114,0,Cloudy,1.2104730236683352,48,0.32410622999248684,2
2024-04-17,Google Pixel 6,40,792,876,199,1377,0,Rainy,0.7696741743788347,28,-0.3819838163520861,7
2024-04-17,Google Pixel 7,48,1124,1207,86,1392,0,Sunny,0.686613568927977,71,0.3986786936550233,0
